region,marginal_price,total_demand,planning_year,model,case,scenario,configuration,child_scenario
RMRG,25.8,100288099.0,2030.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SPPC,25.5,83557695.0,2030.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SPPN,31.5,54220969.0,2030.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SPPS,24.9,131322851.0,2030.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SRCA,28.8,228687588.0,2030.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SRCE,30.4,225061849.0,2030.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SRSE,31.5,255962582.0,2030.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SRSG,34.8,147664933.0,2030.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
TRE,28.0,442846698.0,2030.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
TREW,24.8,20819394.0,2030.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
BASN,96.2,154373402.0,2035.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
CASO,94.0,141559023.0,2035.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
CANO,112.1,219102255.0,2035.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
FRCC,68.1,305390926.0,2035.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
ISNE,58.9,185912448.0,2035.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
MISC,85.7,243790194.0,2035.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
MISE,81.6,126030936.0,2035.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
MISS,63.9,223677305.0,2035.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
MISW,102.5,294141188.0,2035.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
NWPP,120.3,260888430.0,2035.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
NYCW,82.2,97972883.0,2035.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
NYUP,35.9,85901025.0,2035.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
PJMC,95.8,142659266.0,2035.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
PJMD,71.0,134294097.0,2035.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
PJME,71.2,361596414.0,2035.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
PJMW,74.8,381430632.0,2035.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
RMRG,57.7,129535560.0,2035.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SPPC,72.7,101870818.0,2035.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SPPN,69.0,67540119.0,2035.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SPPS,59.1,162787259.0,2035.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SRCA,46.4,263347390.0,2035.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SRCE,81.9,264512199.0,2035.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SRSE,53.6,303257618.0,2035.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SRSG,101.9,183293864.0,2035.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
TRE,106.7,515960435.0,2035.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
TREW,98.8,24676479.0,2035.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
BASN,36.6,177158138.0,2040.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
CASO,43.7,158791938.0,2040.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
CANO,47.9,245898072.0,2040.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
FRCC,52.3,334048179.0,2040.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
ISNE,55.6,210413923.0,2040.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
MISC,39.5,264171318.0,2040.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
MISE,48.9,137137308.0,2040.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
MISS,27.9,242486982.0,2040.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
MISW,44.8,324181570.0,2040.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
NWPP,58.0,300529644.0,2040.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
NYCW,72.1,106442119.0,2040.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
NYUP,37.3,92400602.0,2040.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
PJMC,44.2,152682741.0,2040.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
PJMD,45.9,145712440.0,2040.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
PJME,53.1,389826566.0,2040.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
PJMW,49.2,412215498.0,2040.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
RMRG,22.0,150676430.0,2040.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SPPC,27.5,108907378.0,2040.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SPPN,26.1,74985567.0,2040.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SPPS,20.7,177543457.0,2040.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SRCA,36.1,287884867.0,2040.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SRCE,38.0,285639456.0,2040.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SRSE,30.7,333542368.0,2040.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SRSG,29.7,204888767.0,2040.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
TRE,23.8,555402906.0,2040.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
TREW,18.0,26667903.0,2040.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
BASN,44.1,205854891.0,2045.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
CASO,46.0,185445572.0,2045.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
CANO,50.3,287331528.0,2045.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
FRCC,63.9,373487472.0,2045.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
ISNE,53.8,228967778.0,2045.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
MISC,45.6,296003389.0,2045.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
MISE,51.7,149857318.0,2045.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
MISS,41.0,273572998.0,2045.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
MISW,47.7,360803886.0,2045.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
NWPP,44.5,342473432.0,2045.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
NYCW,76.6,116580170.0,2045.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
NYUP,37.6,100244191.0,2045.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
PJMC,48.4,165669492.0,2045.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
PJMD,51.0,160553816.0,2045.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
PJME,55.3,428793884.0,2045.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
PJMW,52.5,452703049.0,2045.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
RMRG,36.6,173002995.0,2045.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SPPC,40.1,122568997.0,2045.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SPPN,39.2,85125345.0,2045.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SPPS,35.1,202777705.0,2045.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SRCA,58.7,320053848.0,2045.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SRCE,50.8,318246408.0,2045.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SRSE,52.9,375702387.0,2045.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SRSG,42.5,237915030.0,2045.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
TRE,37.6,617229009.0,2045.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
TREW,31.3,29860335.0,2045.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
BASN,56.8,223174656.0,2050.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
CASO,55.7,199559149.0,2050.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
CANO,65.1,309235468.0,2050.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
FRCC,61.1,398150391.0,2050.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
ISNE,61.4,233966756.0,2050.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
MISC,47.3,302266317.0,2050.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
MISE,51.3,154617099.0,2050.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
MISS,46.8,285422687.0,2050.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
MISW,50.5,372086880.0,2050.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
NWPP,52.1,372645986.0,2050.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
NYCW,76.2,120232798.0,2050.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
NYUP,44.9,103480882.0,2050.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
PJMC,51.6,168907776.0,2050.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
PJMD,52.4,168177932.0,2050.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
PJME,54.4,442681870.0,2050.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
PJMW,50.5,466199508.0,2050.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
RMRG,47.1,188991709.0,2050.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SPPC,45.3,124929928.0,2050.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SPPN,45.0,88318595.0,2050.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SPPS,41.6,210273247.0,2050.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SRCA,61.1,340830683.0,2050.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SRCE,53.9,332833523.0,2050.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SRSE,60.5,398994725.0,2050.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
SRSG,56.0,258600147.0,2050.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
TRE,40.5,648762932.0,2050.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
TREW,36.0,31419683.0,2050.0,TEMOA,20-week-foresight-current-policy,current_policies,foresight,none
BASN,29.0,104415840.0,2027.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
CASO,32.2,106247405.0,2027.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
CANO,32.4,164112380.0,2027.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
FRCC,30.1,254835658.0,2027.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
ISNE,24.0,132079030.0,2027.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
MISC,24.2,186790489.0,2027.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
MISE,27.7,102056388.0,2027.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
MISS,25.2,175440371.0,2027.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
MISW,22.6,225553160.0,2027.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
NWPP,29.8,195981047.0,2027.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
NYCW,47.8,76993625.0,2027.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
NYUP,17.4,70257166.0,2027.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
PJMC,23.6,118765758.0,2027.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
PJMD,27.3,110841999.0,2027.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
PJME,24.5,289082184.0,2027.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
PJMW,24.6,310165370.0,2027.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
RMRG,21.6,88883482.0,2027.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
SPPC,20.6,78239307.0,2027.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
SPPN,19.6,49626459.0,2027.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
SPPS,20.8,122178131.0,2027.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
SRCA,26.8,218636717.0,2027.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
SRCE,24.9,214888614.0,2027.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
SRSE,28.8,242597067.0,2027.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
SRSG,29.7,137828950.0,2027.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
TRE,22.4,426645124.0,2027.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
TREW,20.4,19988250.0,2027.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
BASN,28.4,117622650.0,2030.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
CASO,32.7,115510879.0,2030.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
CANO,32.5,178550343.0,2030.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
FRCC,31.1,263664150.0,2030.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
ISNE,22.7,149354094.0,2030.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
MISC,25.2,200796305.0,2030.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
MISE,28.2,108618551.0,2030.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
MISS,26.4,185407544.0,2030.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
MISW,23.6,244560055.0,2030.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
NWPP,29.0,213747716.0,2030.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
NYCW,27.9,83015898.0,2030.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
NYUP,18.0,74762455.0,2030.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
PJMC,25.0,125041636.0,2030.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
PJMD,28.8,116835353.0,2030.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
PJME,25.9,308414943.0,2030.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
PJMW,26.4,328889729.0,2030.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
RMRG,21.8,100288099.0,2030.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
SPPC,19.9,83557695.0,2030.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
SPPN,20.2,54220969.0,2030.0,USENSYS,20-week-foresight-current-policy,current_policies,foresight,none
